,short_name,age,club,overall,potential,wage_eur,player_positions,international_reputation,skill_moves,pace,shooting,passing,dribbling,defending,physic,log_wage,age2
198,J. Henderson,27,Liverpool,82,84,115000,"CDM, CM",2,3,72.0,70.0,83.0,76.0,76.0,81.0,11.652687407345388,729
199,N. Clyne,26,Liverpool,82,84,115000,RB,2,3,83.0,61.0,71.0,77.0,80.0,76.0,11.652687407345388,676
200,A. Florenzi,26,Roma,82,84,73000,"RB, RW, CM",3,3,85.0,79.0,78.0,82.0,76.0,76.0,11.198214720130528,676
201,D. Rose,26,Tottenham Hotspur,82,83,99000,"LB, LWB",3,3,81.0,63.0,73.0,78.0,81.0,78.0,11.502875129116727,676
202,L. Bender,28,Bayer 04 Leverkusen,82,83,64000,"CDM, CM",3,2,68.0,64.0,73.0,72.0,82.0,79.0,11.06663836234181,784
203,A. Ramsey,26,Arsenal,82,83,130000,"CM, CDM, RM",3,3,68.0,75.0,79.0,81.0,65.0,75.0,11.77528972943772,676
204,C. Immobile,27,Lazio,82,83,70000,ST,3,3,81.0,83.0,61.0,77.0,38.0,74.0,11.156250521031495,729
205,Víctor Ruíz,28,Villarreal CF,82,83,43000,CB,2,2,58.0,42.0,64.0,60.0,83.0,81.0,10.668955394675699,784
206,M. Rojo,27,Manchester United,82,83,130000,"CB, LB",3,3,71.0,59.0,69.0,68.0,81.0,83.0,11.77528972943772,729
207,Lucas Vázquez,26,Real Madrid,82,83,185000,"RW, RM",2,3,81.0,75.0,81.0,82.0,39.0,67.0,12.128111104060462,676
208,J. Seri,25,OGC Nice,82,83,45000,"CM, CDM",2,2,80.0,71.0,82.0,81.0,72.0,74.0,10.714417768752456,625
209,S. Lichtsteiner,33,Juventus,82,82,115000,"RB, RM",3,2,77.0,59.0,73.0,76.0,80.0,77.0,11.652687407345388,1089
210,David Villa,35,New York City FC,82,82,12000,ST,3,4,69.0,83.0,74.0,82.0,31.0,69.0,9.392661928770137,1225
211,Fernandinho,32,Manchester City,82,82,130000,"CDM, CM, RB",3,3,73.0,73.0,76.0,78.0,77.0,78.0,11.77528972943772,1024
212,A. Turan,30,FC Barcelona,82,82,170000,"CM, RW, LW",3,4,71.0,73.0,81.0,84.0,61.0,72.0,12.043553716032399,900
213,Raffael,32,Borussia Mönchengladbach,82,82,54000,"CF, ST",2,4,72.0,79.0,80.0,86.0,41.0,67.0,10.896739325546411,1024
214,M. Gómez,31,VfL Wolfsburg,82,82,85000,ST,3,2,72.0,82.0,62.0,73.0,28.0,78.0,11.350406535472453,961
215,Raúl Albiol,31,Napoli,82,82,73000,CB,3,2,57.0,41.0,57.0,59.0,84.0,76.0,11.198214720130528,961
216,João Moutinho,30,AS Monaco,82,82,48000,"CM, CDM, CAM",3,3,69.0,75.0,81.0,81.0,70.0,72.0,10.778956289890028,900
217,L. Baines,32,Everton,82,82,115000,LB,3,3,70.0,71.0,80.0,79.0,80.0,71.0,11.652687407345388,1024
218,A. Williams,32,Everton,82,82,115000,CB,3,2,65.0,43.0,56.0,61.0,81.0,81.0,11.652687407345388,1024
219,S. Nasri,30,Antalyaspor,82,82,29000,"LM, CM, RM",3,4,78.0,76.0,81.0,84.0,38.0,59.0,10.275051108968611,900
220,G. Castro,30,Borussia Dortmund,82,82,72000,"CM, CDM, RM",2,3,71.0,72.0,83.0,81.0,72.0,68.0,11.184421397998193,900
221,C. Vela,28,Real Sociedad,82,82,46000,"RW, ST",3,4,84.0,79.0,77.0,82.0,25.0,66.0,10.736396675471232,784
222,D. Sturridge,27,Liverpool,82,82,140000,ST,3,4,76.0,82.0,69.0,79.0,25.0,68.0,11.84939770159144,729
223,Naldo,34,FC Schalke 04,82,82,48000,CB,3,2,69.0,69.0,63.0,61.0,84.0,73.0,10.778956289890028,1156
224,Beñat,30,Athletic Club de Bilbao,82,82,35000,CM,2,2,58.0,75.0,84.0,75.0,66.0,74.0,10.46310334047155,900
225,J. Hernández,29,West Ham United,82,82,135000,ST,3,3,79.0,80.0,66.0,78.0,31.0,59.0,11.813030057420567,841
226,B. Ivanović,33,Zenit St. Petersburg,82,82,73000,"CB, RB",3,2,62.0,61.0,68.0,61.0,83.0,83.0,11.198214720130528,1089
227,O. Giroud,30,Arsenal,82,82,140000,ST,3,2,53.0,81.0,70.0,73.0,38.0,83.0,11.84939770159144,900
228,F. Fazio,30,Roma,82,82,73000,CB,3,2,30.0,41.0,54.0,54.0,84.0,81.0,11.198214720130528,900
229,V. Ćorluka,31,Lokomotiv Moscow,82,82,54000,CB,3,3,58.0,51.0,67.0,66.0,82.0,83.0,10.896739325546411,961
230,L. Fejsa,28,SL Benfica,82,82,18000,"CDM, CM",2,2,53.0,57.0,66.0,68.0,81.0,85.0,9.798127036878302,784
231,M. Kruse,29,SV Werder Bremen,82,82,47000,"CF, ST, CAM",2,3,71.0,84.0,82.0,82.0,39.0,69.0,10.757902880692196,841
232,M. Arnautović,28,West Ham United,82,82,125000,"LM, RM, LW",3,4,77.0,74.0,79.0,81.0,53.0,81.0,11.736069016284437,784
233,Y. Brahimi,27,FC Porto,82,82,21000,LM,3,4,80.0,73.0,77.0,89.0,33.0,56.0,9.95227771670556,729
234,G. Sigurðsson,27,Everton,82,82,130000,"CAM, LM",3,3,66.0,81.0,84.0,79.0,52.0,70.0,11.77528972943772,729
235,M. Balotelli,26,OGC Nice,82,82,51000,ST,4,4,80.0,82.0,70.0,79.0,26.0,77.0,10.839580911706463,676
236,L. Stindl,28,Borussia Mönchengladbach,82,82,56000,"CF, CAM",2,3,71.0,84.0,79.0,79.0,65.0,74.0,10.933106969717286,784
237,Parejo,28,Valencia CF,82,82,45000,"CM, CAM, CDM",2,3,52.0,77.0,87.0,77.0,61.0,71.0,10.714417768752456,784
238,Iborra,29,Leicester City,82,82,85000,"CDM, CM, CAM",2,2,50.0,73.0,73.0,68.0,83.0,83.0,11.350406535472453,841
239,Douglas Costa,26,Juventus,82,82,115000,"LM, RM",3,5,92.0,77.0,77.0,85.0,32.0,64.0,11.652687407345388,676
240,J. Cuadrado,29,Juventus,82,82,130000,RM,3,5,91.0,74.0,75.0,87.0,61.0,65.0,11.77528972943772,841
241,G. Medel,29,Beşiktaş JK,82,82,64000,"CDM, CB",3,2,74.0,48.0,68.0,70.0,81.0,81.0,11.06663836234181,841
242,Pizzi,27,SL Benfica,82,82,19000,"CM, RM",3,4,79.0,77.0,81.0,83.0,61.0,69.0,9.852194258148577,729
243,Jonathan Viera,27,UD Las Palmas,82,82,31000,"CM, LM, CAM",2,3,81.0,75.0,81.0,86.0,53.0,68.0,10.341742483467284,729
244,F. Acerbi,29,Sassuolo,82,82,68000,CB,2,2,62.0,50.0,58.0,58.0,85.0,77.0,11.127262984158243,841
245,K. Bellarabi,27,Bayer 04 Leverkusen,82,82,67000,RM,3,4,92.0,77.0,74.0,85.0,33.0,68.0,11.112447898373103,729
246,Roque Mesa,28,Swansea City,82,82,85000,"CDM, CM",2,2,77.0,61.0,76.0,77.0,73.0,80.0,11.350406535472453,784
247,F. Vázquez,28,Sevilla FC,82,82,27000,"CAM, CM, CF",2,3,64.0,77.0,79.0,84.0,43.0,75.0,10.203592144986466,784
248,C. Bacca,30,Villarreal CF,82,82,125000,ST,3,3,77.0,79.0,64.0,79.0,24.0,70.0,11.736069016284437,900
249,Felipe,28,FC Porto,82,82,20000,CB,3,2,68.0,41.0,59.0,61.0,83.0,81.0,9.903487552536127,784
250,I. Slimani,29,Leicester City,82,82,100000,ST,3,2,69.0,78.0,67.0,73.0,47.0,86.0,11.512925464970229,841
251,Gabriel Jesus,20,Manchester City,81,92,115000,ST,2,4,87.0,79.0,71.0,87.0,26.0,67.0,11.652687407345388,400
252,A. Christensen,21,Chelsea,81,89,86000,"CB, CDM",2,2,64.0,31.0,62.0,67.0,84.0,69.0,11.362102575235644,441
253,Héctor Bellerín,22,Arsenal,81,88,91000,RB,3,3,95.0,51.0,69.0,78.0,75.0,70.0,11.418614785498987,484
254,D. Sánchez,21,Tottenham Hotspur,81,88,70000,CB,2,2,71.0,47.0,50.0,59.0,81.0,83.0,11.156250521031495,441
255,Gelson Martins,22,Sporting CP,81,88,20000,"RM, LM",3,5,94.0,70.0,73.0,86.0,44.0,60.0,9.903487552536127,484
256,M. Lanzini,24,West Ham United,81,87,95000,"CAM, LM",2,4,82.0,71.0,78.0,86.0,28.0,55.0,11.461632170582678,576
257,M. Keane,24,Everton,81,87,91000,CB,2,2,72.0,49.0,64.0,68.0,82.0,82.0,11.418614785498987,576
258,M. Sanson,22,Olympique de Marseille,81,87,34000,"CM, CDM",2,3,76.0,75.0,80.0,80.0,76.0,77.0,10.4341158035983,484
259,D. Berardi,22,Sassuolo,81,87,62000,RW,2,3,85.0,80.0,76.0,84.0,30.0,72.0,11.03488966402723,484
260,J. Kimmich,22,FC Bayern München,81,87,81000,"RB, CM, CB, CDM",2,3,70.0,67.0,82.0,80.0,77.0,73.0,11.302204433654575,484
261,Williams,23,Athletic Club de Bilbao,81,87,31000,"RW, ST, LW",2,4,93.0,78.0,73.0,79.0,34.0,79.0,10.341742483467284,529
262,J. Weigl,21,Borussia Dortmund,81,87,46000,"CDM, CM",3,2,70.0,49.0,76.0,76.0,76.0,68.0,10.736396675471232,441
263,Nélson Semedo,23,FC Barcelona,81,87,125000,RB,2,3,92.0,57.0,68.0,80.0,76.0,71.0,11.736069016284437,529
264,R. Barkley,23,Everton,81,86,105000,"CAM, RM, CM, RW",2,3,77.0,73.0,77.0,82.0,55.0,77.0,11.56171562913966,529
265,Sergi Roberto,25,FC Barcelona,81,86,140000,"RB, CDM, CM",3,3,77.0,64.0,80.0,76.0,79.0,72.0,11.84939770159144,625
266,Rafinha,24,FC Barcelona,81,86,140000,"CM, RM, RW",2,4,74.0,77.0,79.0,85.0,62.0,64.0,11.84939770159144,576
267,Felipe Anderson,24,Lazio,81,86,57000,"RW, LW, RM",3,4,92.0,75.0,77.0,86.0,53.0,62.0,10.950806546816688,576
268,R. Guerreiro,23,Borussia Dortmund,81,86,58000,"LM, LWB, LB, CM",3,4,77.0,75.0,81.0,84.0,74.0,63.0,10.968198289528557,529
269,A. Rabiot,22,Paris Saint-Germain,81,86,77000,CM,2,2,70.0,72.0,78.0,78.0,73.0,77.0,11.251560700835821,484
270,Bruma,22,RB Leipzig,81,86,63000,"LM, RM",2,4,93.0,71.0,73.0,86.0,34.0,65.0,11.05089000537367,484
271,M. Götze,25,Borussia Dortmund,81,85,63000,"CM, CAM",4,4,68.0,72.0,81.0,88.0,38.0,62.0,11.05089000537367,625
272,J. Corona,24,FC Porto,81,85,17000,RM,3,4,83.0,72.0,74.0,88.0,40.0,51.0,9.740968623038354,576
273,S. Aurier,24,Tottenham Hotspur,81,85,79000,RB,2,3,84.0,66.0,73.0,77.0,78.0,84.0,11.27720313144916,576
274,H. Ziyech,24,Ajax,81,85,16000,"CM, CAM",2,4,76.0,74.0,86.0,78.0,52.0,64.0,9.680344001221918,576
275,M. Brozović,24,Inter,81,85,64000,"CM, CDM",2,3,73.0,73.0,79.0,81.0,68.0,69.0,11.06663836234181,576
276,Camacho,27,VfL Wolfsburg,81,84,66000,"CDM, CM",2,2,61.0,60.0,71.0,69.0,80.0,81.0,11.097410021008562,729
277,J. Wilshere,25,Arsenal,81,84,115000,"CM, CAM, CDM",3,3,71.0,69.0,80.0,82.0,62.0,72.0,11.652687407345388,625
278,Mario Gaspar,26,Villarreal CF,81,84,38000,RB,2,2,81.0,70.0,70.0,73.0,80.0,81.0,10.545341438708522,676
279,R. Rodríguez,24,Milan,81,84,83000,"LB, CB",3,3,74.0,67.0,80.0,76.0,77.0,72.0,11.326595886778735,576
280,W. Zaha,24,Crystal Palace,81,84,60000,"RM, LM",2,4,90.0,71.0,71.0,86.0,33.0,72.0,11.002099841204238,576
281,C. Bakambu,26,Villarreal CF,81,84,45000,"ST, LM",2,3,87.0,78.0,72.0,80.0,35.0,74.0,10.714417768752456,676
282,T. Meunier,25,Paris Saint-Germain,81,84,77000,"RB, RM",2,3,76.0,74.0,75.0,77.0,79.0,84.0,11.251560700835821,625
283,Jorginho,25,Napoli,81,84,71000,CM,2,3,75.0,64.0,81.0,80.0,70.0,68.0,11.170435156023453,625
284,C. Benteke,26,Crystal Palace,81,83,75000,ST,3,3,73.0,79.0,65.0,73.0,33.0,80.0,11.225243392518447,676
285,Marcos Alonso,26,Chelsea,81,83,115000,"LWB, LM, LB",2,3,77.0,69.0,76.0,77.0,77.0,80.0,11.652687407345388,676
286,Mário Fernandes,26,PFC CSKA Moscow,81,83,52000,"RWB, RM",2,2,84.0,62.0,73.0,76.0,80.0,77.0,10.858998997563564,676
287,D. Lovren,27,Liverpool,81,83,110000,CB,2,2,56.0,40.0,59.0,63.0,81.0,82.0,11.608235644774552,729
288,K. Kampl,26,RB Leipzig,81,83,73000,"CM, CAM",2,4,80.0,68.0,77.0,84.0,58.0,62.0,11.198214720130528,676
289,G. Krychowiak,27,West Bromwich Albion,81,83,81000,CDM,3,2,65.0,58.0,72.0,66.0,79.0,86.0,11.302204433654575,729
290,S. Coates,26,Sporting CP,81,83,21000,CB,3,2,58.0,40.0,53.0,60.0,81.0,86.0,9.95227771670556,676
291,Bartra,26,Borussia Dortmund,81,83,61000,CB,3,3,77.0,52.0,70.0,73.0,82.0,71.0,11.018629143155449,676
292,Nacho Fernández,27,Real Madrid,81,83,145000,"CB, LB, RB",2,2,76.0,37.0,65.0,63.0,81.0,78.0,11.884489021402711,729
293,A. Kramarić,26,TSG 1899 Hoffenheim,81,83,50000,"ST, LW",2,4,73.0,81.0,70.0,84.0,26.0,71.0,10.819778284410283,676
294,S. Kjær,28,Sevilla FC,81,82,23000,CB,3,2,64.0,55.0,64.0,53.0,81.0,81.0,10.043249494911286,784
295,S. Jovetić,27,AS Monaco,81,82,48000,"ST, CAM",3,4,77.0,81.0,75.0,84.0,34.0,67.0,10.778956289890028,729
296,M. Sakho,27,Crystal Palace,81,82,63000,CB,3,2,61.0,33.0,62.0,56.0,80.0,85.0,11.05089000537367,729
297,Giuliano,27,Fenerbahçe SK,81,82,80000,CAM,2,4,81.0,76.0,77.0,82.0,45.0,73.0,11.289781913656018,729
298,R. Boudebouz,27,Real Betis,81,82,32000,CAM,2,4,76.0,78.0,82.0,81.0,33.0,62.0,10.373491181781864,729
299,S. Rudy,27,FC Bayern München,81,82,105000,"CM, CDM, RB, RM",2,3,71.0,67.0,80.0,80.0,74.0,67.0,11.56171562913966,729
300,C. Smalling,27,Manchester United,81,82,120000,CB,3,2,72.0,46.0,56.0,59.0,81.0,83.0,11.695247021764184,729
301,W. Ben Yedder,26,Sevilla FC,81,82,26000,ST,2,4,83.0,79.0,75.0,85.0,34.0,63.0,10.165851817003619,676
302,S. Zaza,26,Valencia CF,81,82,44000,ST,2,3,79.0,80.0,59.0,77.0,38.0,83.0,10.691944912900398,676
303,Dani García,27,SD Eibar,81,82,26000,CDM,2,3,48.0,58.0,74.0,71.0,73.0,80.0,10.165851817003619,729
304,S. Eto'o,36,Antalyaspor,81,81,22000,ST,3,4,74.0,83.0,74.0,79.0,37.0,71.0,9.998797732340453,1296
305,Fernando Torres,33,Atlético Madrid,81,81,68000,ST,3,3,76.0,78.0,71.0,79.0,25.0,69.0,11.127262984158243,1089
306,T. Motta,34,Paris Saint-Germain,81,81,81000,CDM,3,3,32.0,64.0,76.0,67.0,76.0,82.0,11.302204433654575,1156
307,P. Mertesacker,32,Arsenal,81,81,110000,CB,3,2,27.0,41.0,55.0,47.0,85.0,70.0,11.608235644774552,1024
308,W. Rooney,31,Everton,81,81,120000,"CAM, ST",4,3,68.0,81.0,81.0,76.0,52.0,81.0,11.695247021764184,961
309,B. Schweinsteiger,32,Chicago Fire,81,81,13000,"CM, CDM",4,3,39.0,75.0,81.0,73.0,74.0,75.0,9.472704636443673,1024
310,G. Rodríguez,33,San Lorenzo de Almagro,81,81,27000,CB,2,2,68.0,47.0,61.0,65.0,83.0,76.0,10.203592144986466,1089
311,Gabi,33,Atlético Madrid,81,81,62000,CM,3,2,64.0,73.0,79.0,76.0,75.0,73.0,11.03488966402723,1089
312,A. Gignac,31,Tigres U.A.N.L.,81,81,84000,ST,3,3,72.0,83.0,72.0,73.0,39.0,82.0,11.33857207782545,961
313,Dante,33,OGC Nice,81,81,39000,CB,3,2,45.0,52.0,67.0,63.0,82.0,74.0,10.571316925111784,1089
314,H. Ben Arfa,30,Paris Saint-Germain,81,81,88000,"CAM, ST",3,5,76.0,77.0,77.0,86.0,35.0,69.0,11.385092093460344,900
315,M. Škrtel,32,Fenerbahçe SK,81,81,73000,CB,3,2,61.0,38.0,51.0,52.0,82.0,81.0,11.198214720130528,1024
316,Raúl García,30,Athletic Club de Bilbao,81,81,32000,"CAM, RW",2,3,57.0,76.0,82.0,76.0,66.0,76.0,10.373491181781864,900
317,K. Mirallas,29,Everton,81,81,125000,"LM, LW",2,4,83.0,77.0,77.0,83.0,46.0,65.0,11.736069016284437,841
318,D. Astori,30,Fiorentina,81,81,68000,CB,2,2,68.0,36.0,53.0,60.0,84.0,77.0,11.127262984158243,900
319,M. Valbuena,32,Fenerbahçe SK,81,81,86000,"LW, CAM, LM",3,4,80.0,75.0,79.0,83.0,29.0,49.0,11.362102575235644,1024
320,S. Coleman,28,Everton,81,81,115000,RB,2,3,73.0,66.0,72.0,78.0,80.0,77.0,11.652687407345388,784
321,A. Rami,31,Olympique de Marseille,81,81,35000,CB,3,2,53.0,54.0,48.0,58.0,81.0,82.0,10.46310334047155,961
322,K. Mitroglou,29,Olympique de Marseille,81,81,44000,ST,3,3,58.0,81.0,64.0,72.0,19.0,83.0,10.691944912900398,841
323,M. Parolo,32,Lazio,81,81,60000,"CM, CDM",2,3,71.0,76.0,76.0,76.0,77.0,81.0,11.002099841204238,1024
324,D. Perotti,28,Roma,81,81,84000,"LW, CF",3,4,81.0,71.0,78.0,85.0,32.0,59.0,11.33857207782545,784
325,N. Kalinić,29,Milan,81,81,84000,ST,3,3,73.0,79.0,64.0,75.0,35.0,76.0,11.33857207782545,841
326,Paulinho,28,FC Barcelona,81,81,165000,"CM, CDM",3,3,76.0,74.0,74.0,77.0,77.0,76.0,12.013700752882718,784
327,Iturraspe,28,Athletic Club de Bilbao,81,81,33000,CM,2,2,59.0,63.0,77.0,70.0,79.0,72.0,10.404262840448617,784
328,De Marcos,28,Athletic Club de Bilbao,81,81,31000,RB,2,3,86.0,62.0,73.0,78.0,74.0,79.0,10.341742483467284,784
329,Illarramendi,27,Real Sociedad,81,81,37000,CM,2,3,60.0,66.0,77.0,79.0,77.0,70.0,10.51867319162636,729
330,Y. Belhanda,27,Galatasaray SK,81,81,71000,"CAM, LW",2,4,75.0,77.0,79.0,84.0,56.0,70.0,11.170435156023453,729
331,A. Yarmolenko,27,Borussia Dortmund,81,81,72000,"RW, RM",2,5,81.0,78.0,80.0,83.0,37.0,76.0,11.184421397998193,729
332,Lucas Pérez,28,Deportivo de La Coruña,81,81,135000,ST,2,4,81.0,82.0,76.0,80.0,31.0,71.0,11.813030057420567,784
333,J. Vardy,30,Leicester City,81,81,89000,ST,3,3,91.0,79.0,63.0,77.0,51.0,78.0,11.396391648714276,900
334,Y. Tielemans,20,AS Monaco,80,90,35000,"CM, CAM",2,3,53.0,79.0,80.0,77.0,68.0,71.0,10.46310334047155,400
335,M. Rashford,19,Manchester United,80,89,86000,"ST, RM, LM",2,4,92.0,76.0,72.0,82.0,34.0,74.0,11.362102575235644,361
336,D. Rugani,22,Juventus,80,88,88000,CB,1,2,61.0,39.0,53.0,64.0,83.0,75.0,11.385092093460344,484
337,J. Brandt,21,Bayer 04 Leverkusen,80,88,49000,"LM, RM, CAM",2,4,81.0,73.0,76.0,84.0,26.0,61.0,10.799575577092764,441
338,Denis Suárez,23,FC Barcelona,80,87,140000,"CM, LM, RM",2,3,79.0,74.0,81.0,84.0,51.0,58.0,11.84939770159144,529
339,Grimaldo,21,SL Benfica,80,87,12000,LB,3,3,86.0,60.0,72.0,82.0,75.0,72.0,9.392661928770137,441
340,P. Zieliński,23,Napoli,80,87,64000,CM,3,4,83.0,69.0,79.0,83.0,62.0,60.0,11.06663836234181,529
341,Malcom,20,FC Girondins de Bordeaux,80,87,47000,"RW, CAM, LW",2,4,83.0,75.0,76.0,83.0,26.0,63.0,10.757902880692196,400
342,Ricardo Pereira,23,FC Porto,80,86,15000,"RB, LB, RM",3,3,88.0,62.0,77.0,81.0,77.0,70.0,9.615805480084347,529
343,Jemerson,24,AS Monaco,80,86,35000,CB,2,2,63.0,35.0,51.0,59.0,81.0,75.0,10.46310334047155,576
344,S. Milinković-Savić,22,Lazio,80,86,52000,"CM, CAM",2,3,71.0,71.0,73.0,79.0,73.0,83.0,10.858998997563564,484
345,O. Özyakup,24,Beşiktaş JK,80,85,54000,"CM, CAM, CDM",2,4,75.0,74.0,83.0,80.0,59.0,69.0,10.896739325546411,576
346,A. Oxlade-Chamberlain,23,Liverpool,80,85,105000,"RM, LM, RWB",2,4,88.0,70.0,74.0,84.0,52.0,71.0,11.56171562913966,529
347,L. Kurzawa,24,Paris Saint-Germain,80,85,69000,LB,2,3,77.0,69.0,77.0,78.0,77.0,75.0,11.141861783579396,576
348,J. Brooks,24,VfL Wolfsburg,80,85,57000,CB,2,2,74.0,39.0,57.0,63.0,81.0,77.0,10.950806546816688,576
349,M. Batshuayi,23,Chelsea,80,85,120000,ST,2,3,79.0,80.0,59.0,77.0,27.0,74.0,11.695247021764184,529
350,E. Can,23,Liverpool,80,85,105000,"CM, CDM",2,3,71.0,67.0,77.0,77.0,78.0,84.0,11.56171562913966,529
351,Samu Castillejo,22,Villarreal CF,80,85,36000,"RM, LM",2,4,86.0,67.0,79.0,82.0,37.0,48.0,10.491274217438248,484
352,N. Bentaleb,22,FC Schalke 04,80,85,42000,"CM, CDM",2,4,67.0,71.0,77.0,81.0,70.0,72.0,10.645424897265505,484
353,T. Hazard,24,Borussia Mönchengladbach,80,84,44000,"CF, LM, RM",2,4,81.0,78.0,80.0,85.0,37.0,64.0,10.691944912900398,576
354,M. Nastasić,24,FC Schalke 04,80,84,38000,CB,2,2,70.0,31.0,58.0,50.0,82.0,75.0,10.545341438708522,576
355,K. Demirbay,23,TSG 1899 Hoffenheim,80,84,40000,"CAM, CM",2,4,68.0,73.0,79.0,82.0,53.0,71.0,10.596634733096073,529
356,Alex Telles,24,FC Porto,80,84,15000,LB,3,3,83.0,61.0,77.0,78.0,75.0,74.0,9.615805480084347,576
357,E. Lamela,25,Tottenham Hotspur,80,83,96000,"RM, LM",2,4,76.0,77.0,79.0,82.0,45.0,67.0,11.472103470449973,625
358,J. McCarthy,26,Everton,80,83,110000,"CDM, CM",2,3,70.0,60.0,75.0,74.0,77.0,81.0,11.608235644774552,676
359,S. El Shaarawy,24,Roma,80,83,71000,LW,3,5,87.0,75.0,70.0,84.0,31.0,58.0,11.170435156023453,576
360,R. Pereyra,26,Watford,80,83,69000,"CM, CAM",2,4,78.0,66.0,80.0,81.0,68.0,68.0,11.141861783579396,676
361,Hugo Mallo,26,RC Celta,80,83,29000,"RB, CB",2,2,74.0,40.0,70.0,74.0,77.0,76.0,10.275051108968611,676
362,Pablo Sarabia,25,Sevilla FC,80,83,23000,"RM, LM, CM",2,4,76.0,73.0,80.0,83.0,30.0,53.0,10.043249494911286,625
363,L. Muriel,26,Sevilla FC,80,83,26000,ST,2,4,89.0,77.0,68.0,85.0,25.0,72.0,10.165851817003619,676
364,K. Volland,24,Bayer 04 Leverkusen,80,83,59000,"ST, RW, LW",2,3,77.0,81.0,78.0,79.0,39.0,82.0,10.985292722887856,576
365,Leo Baptistao,24,RCD Espanyol,80,83,36000,"ST, RM",2,3,79.0,77.0,69.0,80.0,28.0,64.0,10.491274217438248,576
366,S. Kolašinac,24,Arsenal,80,83,91000,"LB, LM",2,2,78.0,53.0,61.0,64.0,78.0,89.0,11.418614785498987,576
367,Sidnei,27,Deportivo de La Coruña,80,82,29000,CB,2,2,51.0,50.0,59.0,68.0,80.0,81.0,10.275051108968611,729
368,K. Vogt,25,TSG 1899 Hoffenheim,80,82,40000,"CB, CDM",2,2,76.0,57.0,69.0,67.0,79.0,80.0,10.596634733096073,625
369,J. Guilavogui,26,VfL Wolfsburg,80,82,66000,"CDM, CM",2,2,70.0,59.0,66.0,67.0,81.0,81.0,11.097410021008562,676
370,Allan,26,Napoli,80,82,74000,CM,2,3,77.0,64.0,75.0,78.0,79.0,81.0,11.211820372186306,676
371,J. dos Santos,27,LA Galaxy,80,81,13000,"CM, RM",1,3,66.0,68.0,82.0,81.0,59.0,67.0,9.472704636443673,729
372,S. Bender,28,Bayer 04 Leverkusen,80,81,59000,"CB, CDM",2,2,70.0,51.0,61.0,60.0,82.0,80.0,10.985292722887856,784
373,M. Darmian,27,Manchester United,80,81,120000,"LB, RB",2,3,77.0,58.0,69.0,75.0,80.0,73.0,11.695247021764184,729
374,D. Welbeck,26,Arsenal,80,81,130000,ST,3,3,84.0,74.0,71.0,79.0,37.0,78.0,11.77528972943772,676
375,F. Smolov,27,FC Krasnodar,80,81,59000,ST,1,3,87.0,80.0,70.0,76.0,32.0,73.0,10.985292722887856,729
376,Ganso,27,Sevilla FC,80,81,24000,"CAM, CM",3,4,35.0,75.0,85.0,81.0,38.0,63.0,10.085809109330082,729
377,A. Dzagoev,27,PFC CSKA Moscow,80,81,57000,"CM, CDM, CF",3,3,77.0,74.0,78.0,78.0,71.0,69.0,10.950806546816688,729
378,Daniel Carriço,28,Sevilla FC,80,81,23000,"CB, CDM",2,2,57.0,53.0,68.0,63.0,80.0,78.0,10.043249494911286,784
379,M. Antonio,27,West Ham United,80,81,120000,"ST, RM, RWB",2,4,85.0,74.0,70.0,81.0,52.0,82.0,11.695247021764184,729
380,D. Blind,27,Manchester United,80,81,120000,"LB, CB",3,2,60.0,56.0,79.0,76.0,80.0,76.0,11.695247021764184,729
381,A. Schürrle,26,Borussia Dortmund,80,81,66000,"LM, ST, LW",3,3,83.0,82.0,74.0,80.0,38.0,70.0,11.097410021008562,676
382,R. Soriano,26,Villarreal CF,80,81,42000,"LM, CAM, CM",2,3,77.0,77.0,80.0,81.0,63.0,73.0,10.645424897265505,676
383,D. Didavi,27,VfL Wolfsburg,80,81,73000,"CAM, CM",2,3,77.0,81.0,76.0,81.0,52.0,72.0,11.198214720130528,729
384,Sergi Enrich,27,SD Eibar,80,81,31000,ST,2,3,66.0,77.0,69.0,75.0,42.0,79.0,10.341742483467284,729
385,J. Hector,27,1. FC Köln,80,81,42000,"CDM, LB",3,2,77.0,60.0,76.0,75.0,79.0,77.0,10.645424897265505,729
386,M. Carrick,35,Manchester United,80,80,86000,CDM,3,2,44.0,65.0,81.0,72.0,75.0,66.0,11.362102575235644,1225
387,J. Defoe,34,Bournemouth,80,80,87000,ST,2,3,74.0,85.0,61.0,79.0,25.0,65.0,11.37366339763672,1156
388,P. Evra,36,Olympique de Marseille,80,80,25000,LB,3,3,71.0,51.0,71.0,76.0,80.0,72.0,10.126631103850338,1296
389,P. Jagielka,34,Everton,80,80,110000,CB,2,2,50.0,46.0,58.0,55.0,82.0,78.0,11.608235644774552,1156
390,J. Mathieu,33,Sporting CP,80,80,21000,"CB, LB",3,2,72.0,62.0,67.0,60.0,81.0,83.0,9.95227771670556,1089
391,M. Topal,31,Fenerbahçe SK,80,80,73000,"CDM, CM, CB",2,2,68.0,66.0,67.0,73.0,82.0,80.0,11.198214720130528,961
392,A. Hutchinson,34,Beşiktaş JK,80,80,56000,"CDM, CM",2,3,69.0,65.0,75.0,75.0,77.0,79.0,10.933106969717286,1156
393,J. Milner,31,Liverpool,80,80,110000,"LB, CM",2,3,67.0,74.0,82.0,77.0,76.0,78.0,11.608235644774552,961
